province,main_sector,subsector,hazard,variable_code,action,weight_pct,basis,note
Uva,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Livestock Sector,Poultry Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Livestock Sector,Poultry Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_1974_TO_2004,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_2005_TO_2022,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Tourism Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Tourism Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,,component of unweighted DROUGHT_EVENTS_1974_TO_2022; no weight to split,added alongside DROUGHT_EVENTS_1974_TO_2022
Uva,Tourism Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Tourism Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Tourism Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Tourism Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Transportation Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Transportation Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,,component of unweighted FLOOD_EVENTS_1974_TO_2023; no weight to split,added alongside FLOOD_EVENTS_1974_TO_2023
Uva,Transportation Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Transportation Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Transportation Sector,,Landslide,THREE_DAY_CUMULATIVE_RAINFALL,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Uva,Transportation Sector,,Landslide,VERY_WET_DAYS_95TH_PERCENTILE,add,,component of unweighted VERY_WET_DAYS; no weight to split,added alongside VERY_WET_DAYS
Western,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Buffalo Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Buffalo Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Livestock Sector,Buffalo Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Buffalo Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Buffalo Farming,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Cattle Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Cattle Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Livestock Sector,Cattle Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Cattle Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Cattle Farming,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Coconut,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Goat Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Goat Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Livestock Sector,Goat Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Goat Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Goat Farming,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Human Settlements Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,10,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Human Settlements Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,30,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (40),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Human Settlements Sector,,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,15,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Human Settlements Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Western,Human Settlements Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Western,Human Settlements Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,30,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Western,Human Settlements Sector,,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,8.75,derived: 25% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (35),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023,add,26.25,derived: 75% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (35),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Human Settlements Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023,retire,,,superseded by MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023
Western,Human Settlements Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Western,Human Settlements Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Western,Human Settlements Sector,,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Industry Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Industry Sector,,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Industry Sector,,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,2.5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,7.5,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (10),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Industry Sector,,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Western,Industry Sector,,Flood,FLOOD_EVENTS_1974_TO_2004,add,10,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Western,Industry Sector,,Flood,FLOOD_EVENTS_2005_TO_2023,add,30,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (40),replaces FLOOD_EVENTS_1974_TO_2023
Western,Industry Sector,,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,2.5,derived: 25% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (10),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023,add,7.5,derived: 75% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (10),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Industry Sector,,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023,retire,,,superseded by MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023
Western,Industry Sector,,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,18,derived: 60% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Western,Industry Sector,,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,12,derived: 40% of retired VERY_WET_DAYS (30),replaces VERY_WET_DAYS
Western,Industry Sector,,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_1974_TO_2004,add,17.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (70),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_2005_TO_2022,add,52.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (70),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Paddy,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,15,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Agriculture Sector,Paddy,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Western,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Pig and Sheep Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Pig and Sheep Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Livestock Sector,Pig and Sheep Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Pig and Sheep Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Pig and Sheep Farming,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Water Sector,Potable Water,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Water Sector,Potable Water,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Water Sector,Potable Water,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Water Sector,Potable Water,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,5,derived: 25% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Water Sector,Potable Water,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022,add,15,derived: 75% of retired MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022 (20),replaces MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022
Western,Water Sector,Potable Water,Drought,MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2022,retire,,,superseded by MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_DROUGHT_AFFECTED_PEOPLE_DURING_2005_TO_2022
Western,Water Sector,Potable Water,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Water Sector,Potable Water,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Water Sector,Potable Water,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Water Sector,Potable Water,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004,add,7.5,derived: 25% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (30),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Water Sector,Potable Water,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023,add,22.5,derived: 75% of retired MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023 (30),replaces MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023
Western,Water Sector,Potable Water,Flood,MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2023,retire,,,superseded by MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_1974_TO_2004 + MAXIMUM_FLOOD_AFFECTED_PEOPLE_DURING_2005_TO_2023
Western,Water Sector,Potable Water,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Water Sector,Potable Water,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Water Sector,Potable Water,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Livestock Sector,Poultry Farming,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Livestock Sector,Poultry Farming,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Livestock Sector,Poultry Farming,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Poultry Farming,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Livestock Sector,Poultry Farming,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_2005_TO_2022,add,37.5,derived: 75% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
Western,Agriculture Sector,Tea,Drought,DROUGHT_EVENTS_1974_TO_2022,retire,,,superseded by DROUGHT_EVENTS_1974_TO_2004 + DROUGHT_EVENTS_2005_TO_2022
Western,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_2005_TO_2023,add,37.5,derived: 75% of retired FLOOD_EVENTS_1974_TO_2023 (50),replaces FLOOD_EVENTS_1974_TO_2023
Western,Agriculture Sector,Tea,Flood,FLOOD_EVENTS_1974_TO_2023,retire,,,superseded by FLOOD_EVENTS_1974_TO_2004 + FLOOD_EVENTS_2005_TO_2023
Western,Agriculture Sector,Tea,Flood,THREE_DAY_CUMULATIVE_RAINFALL,add,21,derived: 60% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Agriculture Sector,Tea,Flood,VERY_WET_DAYS_95TH_PERCENTILE,add,14,derived: 40% of retired VERY_WET_DAYS (35),replaces VERY_WET_DAYS
Western,Agriculture Sector,Tea,Flood,VERY_WET_DAYS,retire,,,superseded by THREE_DAY_CUMULATIVE_RAINFALL + VERY_WET_DAYS_95TH_PERCENTILE
Western,Tourism Sector,,Drought,DROUGHT_EVENTS_1974_TO_2004,add,12.5,derived: 25% of retired DROUGHT_EVENTS_1974_TO_2022 (50),replaces DROUGHT_EVENTS_1974_TO_2022
